;Barri;Habitacions;Lavabo;Metres;Preu;TipusImmoble
3499;Dreta de l´Eixample;2;2;115;2.000 €;Piso
3500;Sant Gervasi - Galvany;2;1;70;1.250 €;Piso
3501;Poblenou;3;2;110;2.500 €;Piso
3502;Esquerra Alta de l´Eixample;2;1;60;1.050 €;Piso
3503;Pedralbes;5;4;275;6.000 €;Piso
3504;Diagonal Mar - La Mar Bella;3;1;78;1.900 €;Piso
3505;La Sagrera;3;1;60;1.100 €;Piso
3506;Vila de Gràcia;3;2;90;1.150 €;Estudio
3507;Gòtic;;1;64;900 €;Loft
3508;La Sagrera;3;3;104;1.050 €;Piso
3509;Raval;2;1;44;1.200 €;Piso
3510;Raval;2;1;44;1.200 €;Piso
3511;Camp de l´Arpa;2;1;80;1.060 €;Piso
3512;Sagrada Família;3;1;100;1.495 €;Piso
3513;Vila de Gràcia;3;2;130;3.900 €;Piso
3514;Sant Ramon - Maternitat;;1;85;1.100 €;Piso
3515;Sant Gervasi - Galvany;4;3;241;3.600 €;Piso
3516;Sant Ramon - Maternitat;4;2;95;1.450 €;Piso
3517;Sant Antoni;3;1;71;1.100 €;Piso
3518;Poble Sec;5;2;180;2.400 €;Casa
3519;Barceloneta;2;2;90;3.000 €;Apartamento
3520;Vila de Gràcia;2;1;60;1.300 €;Piso
3521;Sant Gervasi - Galvany;;1;58;1.150 €;Piso
3522;Taxonera;2;2;86;925 €;Piso
3523;Esquerra Baixa de l´Eixample;3;3;93;1.695 €;Piso
3524;Sant Gervasi - Galvany;4;2;100;1.950 €;Piso
3525;Poblenou;;1;195;2.600 €;Loft
3526;Gòtic;;1;62;1.250 €;Loft
3527;Vila de Gràcia;2;2;68;1.400 €;Piso
3528;Roquetes;4;1;100;875 €;Piso
3529;Tres Torres;4;2;240;3.700 €;Piso
3530;Dreta de l´Eixample;4;2;100;2.200 €;Piso
3531;Sarrià;;1;55;1.000 €;Piso
3532;Gòtic;2;2;97;1.510 €;Piso
3533;Can Baró;;1;55;750 €;Piso
3534;Esquerra Alta de l´Eixample;3;2;94;1.100 €;Piso
3535;Sant Andreu;3;1;67;1.100 €;Piso
3536;Vila de Gràcia;4;3;158;1.700 €;Dúplex
3537;Tres Torres;2;2;100;2.800 €;Ático
3538;St. Pere - Sta. Caterina - El Born;;1;45;850 €;Piso
3539;Dreta de l´Eixample;4;2;106;1.330 €;Piso
3540;Sant Gervasi - Galvany;2;2;125;2.000 €;Piso
3541;Hostafrancs;;1;27;730 €;Piso
3542;Esquerra Baixa de l´Eixample;2;2;100;1.800 €;Piso
3543;Roquetes;2;1;53;900 €;Piso
3544;Sant Antoni;4;2;89;1.760 €;Piso
3545;Dreta de l´Eixample;2;1;61;1.450 €;Piso
3546;Sant Antoni;2;2;85;1.200 €;Apartamento
3547;Vila de Gràcia;2;1;53;850 €;Piso
3548;Putget - Farró;2;1;68;950 €;Piso
3549;Gòtic;;1;72;1.300 €;Piso
3550;Sant Gervasi - Bonanova;2;1;85;1.340 €;Piso
3551;Sant Gervasi - Galvany;;1;50;970 €;Piso
3552;Gòtic;2;2;80;1.250 €;Piso
3553;Gòtic;2;2;110;1.950 €;Apartamento
3554;Barceloneta;;1;45;1.400 €;Apartamento
3555;Barceloneta;;1;45;1.400 €;Apartamento
3556;Barceloneta;2;2;100;3.300 €;Ático
3557;Dreta de l´Eixample;;2;80;2.200 €;Apartamento
3558;Sant Gervasi - Bonanova;0;6;850;13.950 €;Apartamento
3559;Esquerra Alta de l´Eixample;3;2;120;2.800 €;Apartamento
3560;Vila Olímpica;2;2;140;2.650 €;Apartamento
3561;Gòtic;;1;130;2.500 €;Apartamento
3562;Dreta de l´Eixample;3;3;200;5.200 €;Apartamento
3563;Gòtic;3;2;190;2.450 €;Apartamento
3564;Sant Gervasi - Galvany;5;5;290;5.200 €;Apartamento
3565;Trinitat Vella;3;1;72;985 €;Piso
3566;Camp d´en Grassot - Gràcia N.;3;1;85;1.200 €;Piso
3567;Esquerra Baixa de l´Eixample;3;2;80;1.200 €;Piso
3568;Sagrada Família;;1;45;675 €;Piso
3569;Sant Gervasi - Galvany;3;4;200;3.000 €;Piso
3570;Gòtic;4;2;102;1.300 €;Piso
3571;Les Corts;4;2;125;2.500 €;Piso
3572;Raval;2;1;44;1.000 €;Piso
3573;Sants;3;1;70;1.000 €;Piso
3574;Camp d´en Grassot - Gràcia N.;2;1;60;995 €;Piso
3575;Congrés - Indians;3;2;85;1.300 €;Piso
3576;Sant Gervasi - Galvany;4;2;133;1.650 €;Piso
3577;El Coll;2;1;80;1.400 €;Piso
3578;Besòs - Maresme;2;1;60;800 €;Piso
3579;Sant Andreu;2;1;70;800 €;Piso
3580;Raval;;2;40;975 €;Piso
3581;Diagonal Mar - La Mar Bella;3;2;85;1.500 €;Piso
3582;Dreta de l´Eixample;3;2;138;3.700 €;Apartamento
3583;Camp d´en Grassot - Gràcia N.;2;1;70;1.500 €;Piso
3584;Raval;2;1;55;1.195 €;Piso
3585;Dreta de l´Eixample;;1;44;1.200 €;Piso
3586;Dreta de l´Eixample;3;2;115;2.300 €;Piso
3587;Dreta de l´Eixample;3;2;115;2.200 €;Piso
3588;Sant Andreu;2;1;70;800 €;Piso
3589;Raval;;2;40;975 €;Piso
3590;Sarrià;2;2;86;1.600 €;Ático
3591;Dreta de l´Eixample;3;2;80;2.000 €;Piso
3592;Sant Gervasi - Galvany;2;2;70;1.900 €;Ático
3593;Sant Gervasi - Bonanova;3;2;170;3.862 €;Apartamento
3594;Dreta de l´Eixample;4;4;250;6.500 €;Apartamento
3595;Poble Sec;3;1;75;900 €;Piso
3596;La Marina-Montjuïc;2;2;59;1.165 €;Piso
3597;Sant Antoni;2;2;70;2.000 €;Apartamento
3598;Dreta de l´Eixample;2;2;60;1.700 €;Apartamento
3599;Gòtic;4;3;180;2.600 €;Apartamento
3600;Camp de l´Arpa;;1;59;675 €;Piso
3601;Dreta de l´Eixample;4;2;150;2.100 €;Apartamento
3602;Esquerra Baixa de l´Eixample;2;1;59;1.320 €;Piso
3603;Sant Antoni;4;2;106;1.760 €;Piso
3604;Dreta de l´Eixample;2;1;70;2.050 €;Piso
3605;Esquerra Alta de l´Eixample;3;2;80;1.450 €;Piso
3606;Esquerra Baixa de l´Eixample;;;79;1.700 €;Loft
3607;Provençals del Poblenou;2;1;57;1.300 €;Piso
3608;Sant Ramon - Maternitat;3;2;123;2.380 €;Piso
3609;Gòtic;3;2;130;2.100 €;Apartamento
3610;Gòtic;;1;72;1.390 €;Apartamento
3611;Esquerra Alta de l´Eixample;;1;45;1.550 €;Apartamento
3612;Esquerra Alta de l´Eixample;3;2;140;3.000 €;Apartamento
3613;Gòtic;;1;100;1.250 €;Apartamento
3614;Badal;2;1;68;1.350 €;Ático
3615;Tres Torres;5;3;240;3.200 €;Piso
3616;Sant Ramon - Maternitat;4;2;92;1.500 €;Piso
3617;St. Pere - Sta. Caterina - El Born;;1;35;600 €;Piso
3618;Provençals del Poblenou;4;2;135;4.500 €;Piso
3619;Vilapicina - Torre Llobeta;2;1;85;1.150 €;Piso
3620;Sant Gervasi - Galvany;3;1;80;1.050 €;Piso
3621;Dreta de l´Eixample;3;3;210;5.000 €;Piso
3622;Putget - Farró;6;4;320;4.450 €;Torre
3623;Sant Ramon - Maternitat;3;2;100;1.300 €;Piso
3624;Camp de l´Arpa;3;1;86;990 €;Piso
3625;Dreta de l´Eixample;;1;60;1.200 €;Piso
3626;Sant Gervasi - Galvany;3;2;146;3.500 €;Piso
3627;Fort Pienc;;1;45;750 €;Piso
3628;Sant Gervasi - Galvany;3;3;450;12.500 €;Piso
3629;Camp de l´Arpa;3;2;85;1.250 €;Piso
3630;Putget - Farró;5;4;331;3.500 €;Casa
3631;Sarrià;6;4;678;10.000 €;Casa
3632;Sarrià;2;1;65;975 €;Estudio
3633;Vila de Gràcia;2;2;68;1.400 €;Piso
3634;Sant Ramon - Maternitat;3;2;99;1.350 €;Piso
3635;Vila de Gràcia;3;3;177;1.950 €;Casa
3636;Poblenou;;1;50;1.500 €;Piso
3637;Carmel;2;1;60;750 €;Piso
3638;Esquerra Baixa de l´Eixample;3;1;80;1.180 €;Piso
3639;Sant Gervasi - Bonanova;5;4;190;3.000 €;Piso
3640;Esquerra Alta de l´Eixample;;1;50;1.050 €;Piso
3641;Dreta de l´Eixample;3;3;140;2.450 €;Piso
3642;Esquerra Alta de l´Eixample;3;2;135;2.500 €;Apartamento
3643;Dreta de l´Eixample;3;2;80;2.000 €;Apartamento
3644;Sarrià;;1;47;900 €;Piso
3645;Provençals del Poblenou;3;1;70;1.000 €;Piso
3646;Diagonal Mar - La Mar Bella;3;2;100;2.600 €;Apartamento
3647;Tres Torres;2;2;130;2.300 €;Piso
3648;Raval;;1;60;800 €;Piso
3649;Vila de Gràcia;3;1;85;1.500 €;Piso
3650;Sant Gervasi - Galvany;3;3;200;3.500 €;Piso
3651;Raval;2;1;60;1.250 €;Piso
3652;Sant Ramon - Maternitat;4;1;81;1.200 €;Piso
3653;Putget - Farró;2;1;70;1.250 €;Piso
3654;Esquerra Baixa de l´Eixample;3;1;155;2.300 €;Piso
3655;Poble Sec;;1;59;1.750 €;Piso
3656;Sant Gervasi - Bonanova;2;2;102;2.420 €;Piso
3657;Dreta de l´Eixample;3;3;170;4.200 €;Apartamento
3658;Poble Sec;2;1;100;1.100 €;Estudio
3659;Esquerra Alta de l´Eixample;3;2;113;1.729 €;Piso
3660;Sant Gervasi - Galvany;;1;74;1.200 €;Loft
3661;Esquerra Alta de l´Eixample;3;2;115;1.550 €;Piso
3662;Camp d´en Grassot - Gràcia N.;3;1;85;1.200 €;Piso
3663;Barceloneta;;1;35;800 €;Piso
3664;Sant Gervasi - Galvany;2;2;80;1.500 €;Piso
3665;Dreta de l´Eixample;2;1;75;1.600 €;Piso
3666;Esquerra Alta de l´Eixample;2;1;65;1.150 €;Apartamento
3667;Prosperitat;4;4;110;1.100 €;Piso
3668;Putget - Farró;2;1;79;1.550 €;Piso
3669;Sarrià;5;4;370;5.500 €;Casa
3670;Sants;4;2;85;1.100 €;Piso
3671;Vilapicina - Torre Llobeta;3;;65;890 €;Piso
3672;Sant Gervasi - Galvany;3;2;121;1.500 €;Piso
3673;Esquerra Alta de l´Eixample;2;2;85;1.500 €;Piso
3674;Sant Antoni;2;1;56;825 €;Piso
3675;Can Baró;2;1;50;825 €;Piso
3676;Vila de Gràcia;3;2;100;1.850 €;Piso
3677;St. Pere - Sta. Caterina - El Born;;1;45;750 €;Loft
3678;Esquerra Baixa de l´Eixample;3;2;105;1.990 €;Piso
3679;Esquerra Alta de l´Eixample;3;2;129;2.400 €;Piso
3680;Raval;;1;40;950 €;Loft
3681;Sant Gervasi - Galvany;4;4;324;7.000 €;Dúplex
3682;Besòs - Maresme;3;1;65;1.200 €;Apartamento
3683;Sant Antoni;2;;82;1.140 €;Piso
3684;Barceloneta;;1;32;850 €;Piso
3685;Esquerra Baixa de l´Eixample;3;1;100;1.390 €;Piso
3686;Raval;;1;100;1.250 €;Piso
3687;Gòtic;;1;100;1.250 €;Piso
3688;Guinardó;2;1;70;890 €;Piso
3689;Dreta de l´Eixample;2;1;60;1.150 €;Piso
3690;Sant Gervasi - Bonanova;2;1;85;1.250 €;Piso
3691;Sant Antoni;3;2;100;1.600 €;Piso
3692;Raval;3;2;86;1.275 €;Apartamento
3693;Sant Antoni;2;1;50;1.200 €;Piso
3694;St. Pere - Sta. Caterina - El Born;5;3;170;2.000 €;Piso
3695;Sarrià;3;1;70;1.050 €;Piso
3696;Sant Gervasi - Galvany;3;2;129;1.900 €;Apartamento
3697;Vila de Gràcia;2;1;61;1.500 €;Casa
3698;St. Pere - Sta. Caterina - El Born;2;2;80;1.600 €;Piso
3699;Sant Gervasi - Galvany;3;2;167;2.150 €;Apartamento
3700;St. Pere - Sta. Caterina - El Born;3;1;80;1.150 €;Piso
3701;Camp de l´Arpa;3;2;75;1.300 €;Piso
3702;Sant Gervasi - Bonanova;4;3;130;2.800 €;Piso
3703;Sant Gervasi - Galvany;4;3;200;3.500 €;Ático
3704;Sant Gervasi - Galvany;;1;65;1.100 €;Apartamento
3705;Esquerra Alta de l´Eixample;2;2;96;2.950 €;Apartamento
3706;Verdun;4;1;80;870 €;Piso
3707;Sant Ramon - Maternitat;;1;70;1.260 €;Piso
3708;Tres Torres;3;3;130;2.200 €;Piso
3709;Dreta de l´Eixample;2;1;60;1.900 €;Piso
3710;Putget - Farró;2;1;66;1.100 €;Piso
3711;Badal;3;1;65;1.350 €;Piso
3712;Putget - Farró;2;1;70;1.100 €;Piso
3713;Vila de Gràcia;;1;45;760 €;Piso
3714;Barceloneta;2;1;60;1.400 €;Piso
3715;Sant Gervasi - Galvany;3;1;110;1.500 €;Piso
3716;La Sagrera;3;1;51;1.100 €;Piso
3717;Sarrià;4;3;169;2.350 €;Piso
3718;Vila de Gràcia;2;2;68;1.400 €;Piso
3719;Sant Antoni;;2;82;1.000 €;Piso
3720;Sant Gervasi - Galvany;5;2;160;2.700 €;Piso
3721;Poble Sec;;1;40;1.199 €;Piso
3722;Dreta de l´Eixample;6;2;160;2.900 €;Piso
3723;Sarrià;5;;166;3.600 €;Piso
3724;Dreta de l´Eixample;2;1;70;2.000 €;Piso
3725;Sarrià;3;2;130;1.950 €;Planta
3726;Vila de Gràcia;2;1;80;1.500 €;Dúplex
3727;Raval;;2;40;975 €;Piso
3728;El Coll;;1;52;790 €;Planta
3729;Provençals del Poblenou;2;2;80;1.800 €;Piso
3730;Carmel;3;1;69;850 €;Piso
3731;Esquerra Alta de l´Eixample;2;;90;1.387 €;Piso
3732;Esquerra Alta de l´Eixample;3;2;78;1.500 €;Piso
3733;Dreta de l´Eixample;3;2;100;1.600 €;Piso
3734;Sant Gervasi - Galvany;4;3;150;2.800 €;Piso
3735;Raval;3;1;77;1.075 €;Piso
3736;Gòtic;2;2;65;2.190 €;Piso
3737;Les Corts;2;2;60;1.500 €;Piso
3738;Sant Gervasi - Galvany;3;2;131;1.950 €;Piso
3739;Camp d´en Grassot - Gràcia N.;2;1;61;1.150 €;Piso
3740;Fort Pienc;4;2;117;1.200 €;Piso
3741;Raval;2;2;94;1.350 €;Piso
3742;Guinardó;;1;75;850 €;Estudio
3743;Raval;2;1;70;1.350 €;Piso
3744;Gòtic;2;1;90;1.250 €;Piso
3745;Esquerra Alta de l´Eixample;4;2;140;1.750 €;Piso
3746;Glòries El Parc;3;1;85;1.350 €;Piso
3747;Vila de Gràcia;2;2;75;1.300 €;Piso
3748;Sant Gervasi - Galvany;5;3;185;3.400 €;Piso
3749;Putget - Farró;2;1;80;1.350 €;Ático
3750;Sant Gervasi - Galvany;3;3;140;4.100 €;Ático
3751;Dreta de l´Eixample;2;1;70;2.000 €;Piso
3752;Esquerra Alta de l´Eixample;;2;40;950 €;Apartamento
3753;Barceloneta;;1;75;3.400 €;Ático
3754;Sant Gervasi - Galvany;;1;50;1.075 €;Piso
3755;La Guineueta;4;2;95;1.200 €;Piso
3756;Esquerra Alta de l´Eixample;2;1;60;1.301 €;Piso
3757;Sant Gervasi - Bonanova;2;3;95;1.950 €;Piso
3758;Sant Andreu;4;1;85;1.050 €;Piso
3759;Esquerra Alta de l´Eixample;3;1;57;1.150 €;Piso
3760;Putget - Farró;3;2;150;2.100 €;Piso
3761;Sant Ramon - Maternitat;4;;106;1.450 €;Piso
3762;Baix Guinardó;3;;75;1.200 €;Piso
3763;La Marina-Montjuïc;3;1;70;850 €;Piso
3764;Sant Gervasi - Galvany;3;2;195;3.300 €;Apartamento
3765;Dreta de l´Eixample;2;2;82;2.100 €;Piso
3766;Vila de Gràcia;2;;71;1.200 €;Piso
3767;Vila de Gràcia;;1;50;880 €;Piso
3768;Sant Gervasi - Bonanova;5;3;150;2.700 €;Ático
3769;Sagrada Família;4;1;85;1.150 €;Piso
3770;Camp d´en Grassot - Gràcia N.;3;;36;1.090 €;Piso
3771;Dreta de l´Eixample;3;2;200;2.300 €;Piso
3772;Sant Gervasi - Bonanova;;1;80;1.100 €;Planta
3773;Hostafrancs;4;;82;1.075 €;Piso
3774;Sant Gervasi - Bonanova;;;50;1.300 €;Piso
3775;Dreta de l´Eixample;4;2;200;2.800 €;Piso
3776;Barceloneta;3;2;160;5.550 €;Apartamento
3777;La Marina-Montjuïc;2;1;74;850 €;Piso
3778;Prosperitat;;1;40;600 €;Piso
3779;Badal;2;1;45;850 €;Ático
3780;Guinardó;3;1;68;1.100 €;Planta
3781;Gòtic;3;2;110;2.800 €;Apartamento
3782;Pedralbes;4;3;150;3.989 €;Apartamento
3783;Barceloneta;2;1;40;950 €;Apartamento
3784;Camp d´en Grassot - Gràcia N.;3;1;66;1.100 €;Piso
3785;Dreta de l´Eixample;2;1;80;2.000 €;Apartamento
3786;Carmel;2;1;50;830 €;Piso
3787;Gòtic;2;2;110;1.800 €;Apartamento
3788;Vila de Gràcia;2;1;60;1.500 €;Apartamento
3789;Poble Sec;2;1;80;2.200 €;Casa
3790;Esquerra Alta de l´Eixample;3;1;64;1.200 €;Piso
3791;Esquerra Alta de l´Eixample;2;2;95;950 €;Piso
3792;Sant Gervasi - Bonanova;6;7;504;7.500 €;Casa
3793;Raval;2;1;58;1.100 €;Piso
3794;Poblenou;4;2;100;1.490 €;Piso
3795;Tres Torres;5;4;220;3.800 €;Piso
3796;Sant Antoni;3;;87;1.300 €;Piso
3797;Hostafrancs;4;;82;1.075 €;Piso
3798;St. Pere - Sta. Caterina - El Born;3;2;80;2.100 €;Piso
3799;Dreta de l´Eixample;3;1;60;1.700 €;Piso
3800;Dreta de l´Eixample;2;1;110;1.400 €;Piso
3801;Dreta de l´Eixample;3;2;117;2.200 €;Piso
3802;St. Pere - Sta. Caterina - El Born;2;2;100;1.400 €;Piso
3803;Vila de Gràcia;2;2;75;1.150 €;Apartamento
3804;Les Corts;3;2;160;2.500 €;Apartamento
3805;Vallcarca - Penitents;3;2;90;1.300 €;Piso
3806;Esquerra Alta de l´Eixample;2;2;105;1.560 €;Piso
3807;Sant Antoni;5;3;167;3.500 €;Apartamento
3808;Putget - Farró;2;1;85;1.350 €;Ático
3809;Gòtic;2;;90;1.250 €;Piso
3810;Vilapicina - Torre Llobeta;2;1;50;850 €;Piso
3811;Bon Pastor;2;1;34;800 €;Piso
3812;Sarrià;2;1;70;1.100 €;Piso
3813;Provençals del Poblenou;4;2;90;1.850 €;Piso
3814;Vallvidrera - Tibidabo - Les Planes;4;3;260;3.900 €;Casa
3815;Dreta de l´Eixample;3;2;75;1.549 €;Piso
3816;Camp d´en Grassot - Gràcia N.;3;1;75;1.300 €;Piso
3817;El Clot;4;;97;1.100 €;Piso
3818;El Coll;4;2;100;1.300 €;Apartamento
3819;St. Pere - Sta. Caterina - El Born;5;2;120;2.500 €;Piso
3820;Sant Ramon - Maternitat;;1;45;740 €;Apartamento
3821;Sarrià;2;1;80;1.950 €;Piso
3822;Esquerra Baixa de l´Eixample;;1;80;1.100 €;Piso
3823;Esquerra Alta de l´Eixample;;1;67;1.250 €;Piso
3824;St. Pere - Sta. Caterina - El Born;3;1;75;1.150 €;Piso
3825;St. Pere - Sta. Caterina - El Born;3;1;75;1.150 €;Piso
3826;Pedralbes;3;3;140;2.400 €;Piso
3827;Pedralbes;4;5;260;5.000 €;Piso
3828;La Sagrera;2;1;60;990 €;Ático
3829;Esquerra Alta de l´Eixample;;1;75;1.700 €;Loft
3830;Esquerra Alta de l´Eixample;3;2;70;1.100 €;Piso
3831;Sant Gervasi - Bonanova;2;2;100;2.800 €;Ático
3832;Dreta de l´Eixample;3;2;110;2.200 €;Piso
3833;Montbau;2;1;60;875 €;Piso
3834;Dreta de l´Eixample;3;2;110;2.200 €;Piso
3835;Sants;;1;45;1.100 €;Estudio
3836;Sant Gervasi - Galvany;4;4;450;12.500 €;Piso
3837;Sant Gervasi - Galvany;;1;48;995 €;Apartamento
3838;Vila de Gràcia;5;3;120;1.700 €;Piso
3839;Dreta de l´Eixample;2;2;71;1.800 €;Piso
3840;Diagonal Mar - La Mar Bella;3;2;100;2.200 €;Piso
3841;Font d´en Fargas;2;1;80;950 €;Piso
3842;Dreta de l´Eixample;2;2;95;2.400 €;Piso
3843;Guinardó;4;3;143;1.560 €;Piso
3844;Glòries El Parc;2;1;46;1.000 €;Piso
3845;Diagonal Mar - La Mar Bella;3;2;110;2.000 €;Piso
3846;Esquerra Baixa de l´Eixample;;1;42;950 €;Piso
3847;Sant Gervasi - Bonanova;3;2;130;2.050 €;Piso
3848;Taxonera;5;3;110;2.300 €;Dúplex
3849;Vila de Gràcia;2;1;69;1.650 €;Piso
3850;Sarrià;3;2;130;2.240 €;Piso
3851;Tres Torres;3;2;165;3.300 €;Piso
3852;Sant Gervasi - Galvany;5;3;190;8.000 €;Piso
3853;Esquerra Baixa de l´Eixample;;1;40;1.090 €;Piso
3854;Taxonera;3;2;115;1.700 €;Tríplex
3855;Gòtic;4;2;148;2.800 €;Piso
3856;Les Corts;4;2;115;1.600 €;Piso
3857;Sant Gervasi - Bonanova;4;2;164;2.600 €;Piso
3858;Sant Ramon - Maternitat;3;2;90;1.350 €;Piso
3859;Sant Gervasi - Galvany;4;2;200;2.200 €;Piso
3860;St. Pere - Sta. Caterina - El Born;5;3;160;2.000 €;Piso
3861;Raval;4;2;95;1.665 €;Piso
3862;Taxonera;3;2;115;1.700 €;Tríplex
3863;Putget - Farró;3;2;95;1.200 €;Piso
3864;Provençals del Poblenou;3;2;96;1.400 €;Piso
3865;Dreta de l´Eixample;3;2;82;1.500 €;Piso
3866;Sagrada Família;2;1;70;1.100 €;Piso
3867;Gòtic;2;1;101;1.550 €;Piso
3868;Dreta de l´Eixample;2;1;60;1.600 €;Piso
3869;Gòtic;;1;39;950 €;Piso
3870;Fort Pienc;3;2;80;1.200 €;Piso
3871;Dreta de l´Eixample;2;2;110;1.400 €;Piso
3872;Dreta de l´Eixample;4;2;196;2.700 €;Piso
3873;Gòtic;2;;100;2.190 €;Piso
3874;Camp de l´Arpa;4;2;78;1.300 €;Piso
3875;Diagonal Mar - La Mar Bella;4;3;176;8.000 €;Dúplex
3876;Esquerra Alta de l´Eixample;2;1;74;1.545 €;Piso
3877;Navas;2;1;48;780 €;Piso
3878;Sant Genís dels Agudells;3;1;103;1.100 €;Piso
3879;Guinardó;;1;35;650 €;Estudio
3880;Sant Ramon - Maternitat;2;1;83;1.100 €;Piso
3881;Esquerra Alta de l´Eixample;3;2;80;1.400 €;Piso
3882;Barceloneta;;1;33;945 €;Piso
3883;Sant Gervasi - Galvany;;1;25;1.075 €;Piso
3884;Fort Pienc;3;2;94;1.300 €;Piso
3885;Sant Ramon - Maternitat;3;1;69;1.250 €;Piso
3886;Putget - Farró;2;2;85;1.750 €;Piso
3887;Putget - Farró;4;2;107;1.750 €;Piso
3888;La Guineueta;4;2;95;1.200 €;Ático
3889;La Salut;4;3;200;2.990 €;Casa
3890;Sant Gervasi - Galvany;3;2;98;1.750 €;Piso
3891;Sant Gervasi - Galvany;5;5;300;5.193 €;Piso
3892;Pedralbes;3;2;120;1.500 €;Piso
3893;Horta;3;2;80;1.100 €;Ático
3894;Baix Guinardó;4;3;144;1.370 €;Piso
3895;Sant Gervasi - Galvany;3;2;123;2.930 €;Piso
3896;Sant Gervasi - Galvany;5;3;218;3.600 €;Piso
3897;Dreta de l´Eixample;3;2;85;1.300 €;Piso
3898;Sant Andreu;4;1;97;1.075 €;Piso
3899;Sant Gervasi - Galvany;4;3;215;2.700 €;Piso
3900;Vila de Gràcia;5;1;85;1.500 €;Piso
3901;Putget - Farró;5;3;345;3.500 €;Casa
3902;Raval;2;2;60;1.350 €;Piso
3903;Diagonal Mar - La Mar Bella;2;2;120;3.500 €;Piso
3904;Camp d´en Grassot - Gràcia N.;;1;40;1.100 €;Ático
3905;Sants;2;2;65;900 €;Piso
3906;Guinardó;4;2;80;950 €;Piso
3907;St. Pere - Sta. Caterina - El Born;;1;32;700 €;Piso
3908;Dreta de l´Eixample;3;2;140;2.400 €;Piso
3909;Gòtic;3;2;95;1.200 €;Piso
3910;Pedralbes;4;2;113;1.500 €;Piso
3911;Sant Antoni;3;2;95;1.700 €;Apartamento
3912;Gòtic;2;1;49;1.600 €;Piso
3913;Poblenou;3;1;64;1.430 €;Piso
3914;Esquerra Alta de l´Eixample;2;1;55;1.400 €;Piso
3915;Gòtic;2;1;49;1.600 €;Piso
3916;Poblenou;3;1;64;1.430 €;Piso
3917;Esquerra Alta de l´Eixample;2;1;55;1.400 €;Piso
3918;Putget - Farró;2;1;80;1.250 €;Piso
3919;Dreta de l´Eixample;2;1;67;1.460 €;Piso
3920;Camp de l´Arpa;3;1;51;1.065 €;Piso
3921;Dreta de l´Eixample;2;1;60;2.050 €;Ático
3922;Vila de Gràcia;4;2;93;2.200 €;Piso
3923;Dreta de l´Eixample;;1;55;2.000 €;Piso
3924;Fort Pienc;4;2;106;1.360 €;Piso
3925;Barceloneta;2;1;80;1.080 €;Piso
3926;Gòtic;;1;50;985 €;Piso
3927;Fort Pienc;4;1;95;1.300 €;Apartamento
3928;Sarrià;;1;80;1.100 €;Ático
3929;Dreta de l´Eixample;2;3;90;2.100 €;Piso
3930;Dreta de l´Eixample;2;2;90;2.500 €;Piso
3931;Taxonera;3;2;130;1.700 €;Piso
3932;Sagrada Família;3;2;95;2.700 €;Piso
3933;Horta;3;2;77;1.190 €;Apartamento
3934;Provençals del Poblenou;2;2;65;1.200 €;Piso
3935;Sant Andreu;3;2;70;875 €;Piso
3936;Raval;2;1;70;1.200 €;Piso
3937;Baix Guinardó;3;2;89;1.100 €;Piso
3938;Turó de la Peira - Can Peguera;3;1;60;800 €;Piso
3939;Esquerra Baixa de l´Eixample;3;1;70;950 €;Piso
3940;Dreta de l´Eixample;3;2;151;2.400 €;Piso
3941;Dreta de l´Eixample;;2;64;1.550 €;Piso
3942;Sant Gervasi - Bonanova;4;4;294;4.500 €;Piso
3943;Dreta de l´Eixample;;1;35;850 €;Apartamento
3944;Sarrià;;1;170;1.750 €;Ático
3945;Esquerra Alta de l´Eixample;2;1;62;1.150 €;Piso
3946;Putget - Farró;2;1;70;1.600 €;Piso
3947;Esquerra Baixa de l´Eixample;4;2;100;1.500 €;Piso
3948;Vila de Gràcia;3;2;100;1.800 €;Piso
3949;Taxonera;5;3;165;2.400 €;Dúplex
3950;Camp d´en Grassot - Gràcia N.;3;1;74;1.250 €;Piso
3951;Sants;3;1;55;1.150 €;Piso
3952;Raval;2;1;82;1.000 €;Dúplex
3953;Sant Gervasi - Galvany;2;1;60;1.150 €;Piso
3954;Sant Ramon - Maternitat;2;1;86;1.200 €;Piso
3955;St. Pere - Sta. Caterina - El Born;2;1;135;1.500 €;Piso
3956;Esquerra Alta de l´Eixample;6;2;120;1.250 €;Piso
3957;Dreta de l´Eixample;;1;59;1.150 €;Apartamento
3958;Sant Andreu;;1;50;600 €;Piso
3959;Vila de Gràcia;2;2;80;1.250 €;Piso
3960;Gòtic;4;2;148;2.800 €;Piso
3961;Verdun;2;1;50;2.250 €;Piso
3962;Dreta de l´Eixample;2;1;65;1.950 €;Piso
3963;Esquerra Alta de l´Eixample;3;2;143;1.600 €;Piso
3964;Taxonera;4;1;115;1.600 €;Piso
3965;Sant Gervasi - Galvany;4;2;150;1.900 €;Piso
3966;Poblenou;5;8;115;1.950 €;Planta
3967;Vall d´Hebron;4;1;75;920 €;Piso
3968;Gòtic;3;1;100;1.400 €;Piso
3969;St. Pere - Sta. Caterina - El Born;3;2;150;1.900 €;Piso
3970;Vila de Gràcia;2;2;80;1.250 €;Piso
3971;Camp de l´Arpa;;1;44;725 €;Apartamento
3972;Font d´en Fargas;3;2;112;1.150 €;Piso
3973;Sarrià;2;2;65;1.400 €;Ático
